Account Name,PTB Score,Segment,RVP,AE,City,State,Sub-Sector,Lat,Lon,AE_Layer
EmployAbility,5,ESB,Myron Bryant,Ryan Glubo,Savannah,GA,Associations and Unions,32.0790074,-81.0921335,Small Business
Faith Alliance of Metro Atlanta,1,MM,Michael Shroff,Claire Bonti,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Mid-Market
Family Health Education Services,3,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Family Support Circle,1,ESB,Myron Bryant,Ryan Glubo,Stockbridge,GA,Membership Organizations,33.5442781,-84.2338093,Small Business
Fore Augusta Foundation Inc,1,GRB,Cisco Torres,Jennifer Hicks,Augusta,GA,Membership Organizations,33.4709714,-81.9748429,Small Business
GAPHC,3,GRB,Cisco Torres,Jennifer Hicks,Decatur,GA,Membership Organizations,30.8736613,-84.5740953,Small Business
Georgia 4-H Club Foundation Cooperative Extension Ser,1,MM,Michael Shroff,Claire Bonti,Athens,GA,Membership Organizations,33.9597677,-83.376398,Mid-Market
Georgia Center for Civic Engagement,2,ESB,Myron Bryant,Ryan Glubo,Cartersville,GA,Membership Organizations,34.1652304,-84.7997613,Small Business
Georgia Center for Nonprofits,1,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Georgia Center for Nonprofits 2nd Org (Fonteva Org),1,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Georgia Center for Nonprofits 3rd Org,2,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Georgia Dental Association,1,ESB,Myron Bryant,Ryan Glubo,Marietta,GA,Associations and Unions,33.9528472,-84.5496148,Small Business
Georgia State Golf Association Inc,1,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Georgia Tech Intellectual Property Advisory Board,3,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Girl Scouts Of Greater Atlanta Inc.,3,ENTR,Tricia Lane,William Hranchak,Mableton,GA,Membership Organizations,33.8188333,-84.5822632,Enterprise
"Girl Scouts Of Historic Georgia, Inc.",1,ENTR,Tricia Lane,William Hranchak,Lizella,GA,Membership Organizations,32.8070842,-83.8199072,Enterprise
"Golden Key International Honour Society, Inc.",4,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Small Business
HOD International America,1,ESB,Myron Bryant,Ryan Glubo,Savannah,GA,Associations and Unions,32.0790074,-81.0921335,Small Business
"HOI, Inc.",1,ESB,Myron Bryant,Ryan Glubo,Tucker,GA,Associations and Unions,33.8532701,-84.2200729,Small Business
ILI,1,ESB,Myron Bryant,Ryan Glubo,Carrollton,GA,Associations and Unions,33.5801103,-85.0766113,Small Business
Innovation Academy Foundation,5,ESB,Myron Bryant,Ryan Glubo,Alpharetta,GA,Associations and Unions,34.0709576,-84.2747329,Small Business
Institute of Industrial and Systems Engineers Inc,3,GRB,Cisco Torres,Jennifer Hicks,Norcross,GA,Associations and Unions,33.9412127,-84.2135309,Small Business
Junior Achievement of Atlanta,3,ENTR,Justin Simon,Velma Hutchins,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Enterprise
Junior Achievement of Georgia Discovery Center,4,ENTR,Justin Simon,Velma Hutchins,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Enterprise
Kate's Club,2,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Small Business
L.E.A.D. Center For Youth,1,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Small Business
LIFESHAPE INC,1,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Small Business
LYRASIS,4,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
LYRASIS (Nimble Org),3,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Life Enrichment Center,1,GRB,Cisco Torres,Jennifer Hicks,Milledgeville,GA,Associations and Unions,33.0801429,-83.2320991,Small Business
MACH ACADEMY INC,1,ESB,Myron Bryant,Ryan Glubo,Augusta,GA,Membership Organizations,33.4709714,-81.9748429,Small Business
Magnolia Manor of Columbus Inc DUPE,3,MM,Michael Shroff,Claire Bonti,Americus,GA,Membership Organizations,32.0723862,-84.2326876,Mid-Market
Metro Atlanta Chamber,3,MM,Michael Shroff,Claire Bonti,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Mid-Market
Midtown Alliance,2,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Midtown Business Association,4,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
NAMI DeKalb Georgia,1,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
NAMI Georgia,1,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
NCCHR,1,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
National Christian Foundation,2,ENTR,Justin Raisor,Dylan Davison,Alpharetta,GA,Membership Organizations,34.0709576,-84.2747329,Enterprise
Navatar/HandsonConnect DOT org,1,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Open Doors Solutions,2,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
PMI Atlanta,3,GRB,Cisco Torres,Jennifer Hicks,Brookhaven,GA,Associations and Unions,33.8584368,-84.340203,Small Business
"Pebble Tossers, Inc.",1,ESB,Myron Bryant,Ryan Glubo,Dunwoody,GA,Membership Organizations,33.9463786,-84.3342686,Small Business
Phi Mu Foundation,3,GRB,Cisco Torres,Jennifer Hicks,Peachtree City,GA,Associations and Unions,33.3975472,-84.5898256,Small Business
Raising Expectations,1,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Small Business
Raising Expectations (2nd org),1,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Small Business
Rotary Action Group Against Slavery,1,ESB,Myron Bryant,Ryan Glubo,,GA,Associations and Unions,,,Small Business
Shamrockin' For a Cure,1,GRB,Cisco Torres,Jennifer Hicks,Alpharetta,GA,Associations and Unions,34.0709576,-84.2747329,Small Business
Social America,1,GRB,Cisco Torres,Jennifer Hicks,Mableton,GA,Associations and Unions,33.8188333,-84.5822632,Small Business
Special Kneads and Treats Inc,3,ESB,Myron Bryant,Ryan Glubo,Lawrenceville,GA,Membership Organizations,33.9566391,-83.9890066,Small Business
Team Red White and Blue,4,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Team Up Mentoring,1,ESB,Myron Bryant,Ryan Glubo,Monroe,GA,Membership Organizations,33.0142344,-83.9044159,Small Business
The CHI PHI Educational Trust,1,GRB,Cisco Torres,Jennifer Hicks,Suwanee,GA,Associations and Unions,34.0514898,-84.0712997,Small Business
The Cancer Foundation of Northeast Georgia,3,GRB,Cisco Torres,Jennifer Hicks,Athens,GA,Membership Organizations,33.9597677,-83.376398,Small Business
"The Community Foundation for Financial Literacy, Inc.",4,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Small Business
The Launch Network,1,ESB,Myron Bryant,Ryan Glubo,Dallas,GA,Associations and Unions,33.9237141,-84.8407732,Small Business
The Methodist Home for Childern & Youth,3,MM,Michael Shroff,Claire Bonti,Macon,GA,Membership Organizations,32.8406946,-83.6324022,Mid-Market
The Same House,2,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
"The Warrior Alliance, Inc.",3,ESB,Myron Bryant,Ryan Glubo,Sandy Springs,GA,Associations and Unions,33.9242688,-84.3785379,Small Business
Theta Xi Beta Alpha,1,MM,Michael Shroff,Claire Bonti,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Mid-Market
USTA Southern,1,ENTR,Justin Simon,Velma Hutchins,Peachtree Corners,GA,Associations and Unions,33.9701009,-84.2215869,Enterprise
Umu Igbo Unite,4,ESB,Myron Bryant,Ryan Glubo,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,Small Business
Veterans Empowerment Organization of Georgia,3,GRB,Cisco Torres,Jennifer Hicks,Atlanta,GA,Associations and Unions,33.7489924,-84.3902644,Small Business
Woodland Boys & Girls Club,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Atlanta,GA,Membership Organizations,33.7489924,-84.3902644,
AFTER-SCHOOL ALL-STARS HAWAII,3,MM,Michael Shroff,Loza Abduselam,Honolulu,HI,Membership Organizations,21.304547,-157.855676,Mid-Market
GIRL SCOUTS OF HAWAII,1,ENTR,Tricia Lane,William Hranchak,Honolulu,HI,Membership Organizations,21.304547,-157.855676,Enterprise
Hale Opio,1,GRB,Salma Ferdowsi,Kayla DeSouza,Lihue,HI,Associations and Unions,21.9769622,-159.3687721,Small Business
Harold K. L. Castle Foundation,1,ESB,Mark Baxter,Mel Sanchez,Kailua,HI,Membership Organizations,19.663401,-155.9564366,Small Business
"Hawaii Residency Programs, Inc. (MAIN)",5,MM,Bryan Rees,Colleen Gainey,Honolulu,HI,Associations and Unions,21.304547,-157.855676,Mid-Market
HoÊ»oulu Ê»Aina Nature Preserve,1,MM,Bryan Rees,Colleen Gainey,Honolulu,HI,Associations and Unions,21.304547,-157.855676,Mid-Market
Hui No'eau Visual Arts Center,1,GRB,Salma Ferdowsi,Kayla DeSouza,Maui County,HI,Membership Organizations,20.7580586,-156.3105232,Small Business
Junior Achievement of Hawaii,1,ENTR,Justin Simon,Velma Hutchins,Honolulu,HI,Membership Organizations,21.304547,-157.855676,Enterprise
KUAKINI GERIATRIC CARE INC,3,MM,Bryan Rees,Colleen Gainey,Honolulu,HI,Associations and Unions,21.304547,-157.855676,Mid-Market
Kinaole Foundation,2,MM,Bryan Rees,Colleen Gainey,Honolulu,HI,Membership Organizations,21.304547,-157.855676,Mid-Market
Kupu. (DUPE),1,MM,Bryan Rees,Colleen Gainey,Honolulu,HI,Membership Organizations,21.304547,-157.855676,Mid-Market
Kupu. (Sage - dupe),1,MM,Bryan Rees,Colleen Gainey,Honolulu,HI,Membership Organizations,21.304547,-157.855676,Mid-Market
Ronald McDonald House Charities of Hawaii Inc,1,ESB,Mark Baxter,Mel Sanchez,Honolulu,HI,Membership Organizations,21.304547,-157.855676,Small Business
UHTR Foudndation,1,ESB,Mark Baxter,Mel Sanchez,Lawai,HI,Membership Organizations,21.9210453,-159.5014514,Small Business
"American Marketing Association, Iowa Chapter",1,GRB,Cisco Torres,John Cunat,Johnston,IA,Associations and Unions,41.6731523,-93.6973395,Small Business
GIRL SCOUTS OF EASTERN IOWA AND WESTERN ILLINOIS INC,3,ENTR,Tricia Lane,William Hranchak,Bettendorf,IA,Membership Organizations,41.5253792,-90.5098639,Enterprise
GIRL SCOUTS OF GREATER IOWA,1,ENTR,Tricia Lane,William Hranchak,Des Moines,IA,Membership Organizations,41.5868654,-93.6249494,Enterprise
Howard County Child Care Association,1,ESB,Mark Baxter,Stephanie Sanchez,Cresco,IA,Associations and Unions,43.3736148,-92.1161444,Small Business
IOWA JAG INC,1,GRB,Cisco Torres,John Cunat,Des Moines,IA,Associations and Unions,41.5868654,-93.6249494,Small Business
Iowa Association for the Education of Young Children Inc,1,GRB,Cisco Torres,John Cunat,Urbandale,IA,Associations and Unions,41.6274511,-93.7380243,Small Business
Iowa State University Alumni Association,1,GRB,Cisco Torres,John Cunat,Ames,IA,Associations and Unions,42.0267567,-93.6170448,Small Business
Junior Achievement of Eastern Iowa,3,ENTR,Justin Simon,Velma Hutchins,,IA,Membership Organizations,,,Enterprise
MARTIN LUTHER HOME CORPORATION,3,MM,Michael Shroff,Alexis Casby,Dubuque,IA,Associations and Unions,42.5006243,-90.6647985,Mid-Market
Mid-Iowa Council Boy Scouts of America,1,ESB,Mark Baxter,Stephanie Sanchez,Des Moines,IA,Membership Organizations,41.5868654,-93.6249494,Small Business
NAMI Central Iowa,3,MM,Michael Shroff,Matthew Rosenberg,Ames,IA,Associations and Unions,42.0267567,-93.6170448,Mid-Market
Our Kids,1,GRB,Cisco Torres,John Cunat,Iowa City,IA,Membership Organizations,41.6612561,-91.5299106,Small Business
Pursuit of Innovation,1,ESB,Mark Baxter,Stephanie Sanchez,Des Moines,IA,Membership Organizations,41.5868654,-93.6249494,Small Business
Service Corps of Retired Executives Association #DUPE,1,ENTR,Justin Simon,Linda Davis,Cedar Rapids,IA,Associations and Unions,41.9758872,-91.6704053,Enterprise
Shenandoah War Memorial Trust,1,ESB,Mark Baxter,Stephanie Sanchez,Shenandoah,IA,Associations and Unions,40.7655468,-95.3723535,Small Business
TECHNOLOGY ASSOCIATION OF IOWA EDUCATIONAL FOUNDATION,1,ESB,Mark Baxter,Stephanie Sanchez,Des Moines,IA,Associations and Unions,41.5868654,-93.6249494,Small Business
The Boy Scouts of America,1,GRB,Cisco Torres,John Cunat,Davenport,IA,Membership Organizations,41.5235808,-90.5770967,Small Business
Two by Two Character Development,3,ESB,Mark Baxter,Stephanie Sanchez,Dubuque,IA,Membership Organizations,42.5006243,-90.6647985,Small Business
YMCA of the Iowa Mississippi Valley,1,MM,Michael Shroff,Alexis Casby,Davenport,IA,Associations and Unions,41.5235808,-90.5770967,Mid-Market
YOUTH EMERGENCY SERVICES & SHELTER OF IOWA,1,MM,Michael Shroff,Alexis Casby,Johnston,IA,Membership Organizations,41.6731523,-93.6973395,Mid-Market
Zach Johnson Foundation,1,ESB,Mark Baxter,Stephanie Sanchez,Cedar Rapids,IA,Membership Organizations,41.9758872,-91.6704053,Small Business
GIRL SCOUTS OF SILVER SAGE COUNCIL INC,1,ENTR,Tricia Lane,William Hranchak,Boise,ID,Membership Organizations,43.6166163,-116.200886,Enterprise
IDAHO YOUTH RANCH INC,2,MM,Bryan Rees,Jordan Chirinos,Boise,ID,Membership Organizations,43.6166163,-116.200886,Mid-Market
Idaho Basecamp,1,GRB,Salma Ferdowsi,Matthew Hiserman,Ketchum,ID,Membership Organizations,43.680741,-114.363662,Small Business
Idaho Manufacturing Alliance,1,ESB,Mark Baxter,Mel Sanchez,Nampa,ID,Associations and Unions,43.5737361,-116.559631,Small Business
Juvenile Justice Outreach,5,GRB,Salma Ferdowsi,Matthew Hiserman,Post Falls,ID,Associations and Unions,47.7110106,-116.9480877,Small Business
Neighborhood Housing Service,1,GRB,Salma Ferdowsi,Matthew Hiserman,Boise,ID,Associations and Unions,43.6166163,-116.200886,Small Business
One Stone,1,GRB,Salma Ferdowsi,Matthew Hiserman,Boise,ID,Membership Organizations,43.6166163,-116.200886,Small Business
One Stone Inc,1,GRB,Salma Ferdowsi,Matthew Hiserman,Boise,ID,Membership Organizations,43.6166163,-116.200886,Small Business
"Twenty Six Eight, Inc.",1,GRB,Salma Ferdowsi,Matthew Hiserman,Boise,ID,Associations and Unions,43.6166163,-116.200886,Small Business
AD Advisors,1,ESB,Mark Baxter,Stephanie Sanchez,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Small Business
AMERICAN ACADEMY OF PEDIATRICS INC,1,ENTR,Justin Raisor,Emily Lagnado,Itasca,IL,Associations and Unions,41.9751722,-88.0067509,Enterprise
AMERICAN ASSOCIATION OF NEUROSURGEONS INC,1,MM,SARAH ANDREWS,Helen Lynch,Rolling Meadows,IL,Associations and Unions,42.0841936,-88.0131275,
AMERICAN COLLEGE OF CHEST PHYSICIANS Org 2,2,MM,Lisa Crow,Kaitlyn Davidson,Glenview,IL,Associations and Unions,42.0700662,-87.8114044,Mid-Market
AMERICAN OSTEOPATHIC FOUNDATION INC,3,MM,Lisa Crow,Kaitlyn Davidson,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Mid-Market
ASSOCIATION OF CLINICAL RESEARCH PROFESSIONALS CHICAGOLAND CHAPTER,1,ESB,Mark Baxter,Stephanie Sanchez,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Small Business
Accreditation Association for Ambulatory Health Care,4,GRB,Salma Ferdowsi,Katie Centurione,Deerfield,IL,Associations and Unions,42.1711365,-87.8445119,Small Business
Accreditation Council for Continuing Medical Education,2,GRB,Salma Ferdowsi,Katie Centurione,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Small Business
After School Matters,2,MM,Lisa Crow,David Nadelman,Chicago,IL,Membership Organizations,41.8755616,-87.6244212,Mid-Market
Airline Pilots Association International,1,MM,Lisa Crow,Kaitlyn Davidson,Rosemont,IL,Associations and Unions,41.9941334,-87.8756737,Mid-Market
"Alpha Phi Gamma Sorority, Inc.",1,MM,Lisa Crow,Kaitlyn Davidson,Chicago,IL,Membership Organizations,41.8755616,-87.6244212,Mid-Market
Alpha Phi International Fraternity,3,MM,Lisa Crow,Kaitlyn Davidson,Evanston,IL,Associations and Unions,42.0470043,-87.6846053,Mid-Market
Alternative Schools Network,4,GRB,Salma Ferdowsi,Katie Centurione,Chicago,IL,Membership Organizations,41.8755616,-87.6244212,Small Business
Always Giving Back Foundation,4,GRB,Salma Ferdowsi,Katie Centurione,Chicago,IL,Membership Organizations,41.8755616,-87.6244212,Small Business
Alzheimer's AssociationA,2,MM,SARAH ANDREWS,Helen Lynch,Washington,IL,Membership Organizations,38.3662806,-89.4201902,
American Academy of Pediatrics Inc,2,ENTR,Justin Raisor,Emily Lagnado,Itasca,IL,Associations and Unions,41.9751722,-88.0067509,Enterprise
American Academy of Sleep Medicine,3,MM,SARAH ANDREWS,Helen Lynch,Darien,IL,Membership Organizations,41.7508713,-87.9739593,
American Association of Neurological Surgeons,2,MM,SARAH ANDREWS,Helen Lynch,Rolling Meadows,IL,Associations and Unions,42.0841936,-88.0131275,
American Bar Association - COI,2,MM,Lisa Crow,Kaitlyn Davidson,Chicago,IL,Membership Organizations,41.8755616,-87.6244212,Mid-Market
American College of Foot and Ankle Surgeons,1,ESB,Mark Baxter,Stephanie Sanchez,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Small Business
American College of Occupational and Environmental,1,ESB,Mark Baxter,Stephanie Sanchez,Elk Grove Village,IL,Associations and Unions,42.0087978,-87.9414608,Small Business
American Marketing Association,1,MM,Lisa Crow,David Nadelman,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Mid-Market
American Marketing Association Inc 2nd org,3,MM,Lisa Crow,David Nadelman,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Mid-Market
"American Marketing Association, Cincinnati Chapter",1,GRB,Salma Ferdowsi,Katie Centurione,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Small Business
"American Marketing Association, Inc.",1,MM,Lisa Crow,David Nadelman,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Mid-Market
American Nuclear Society,3,GRB,Salma Ferdowsi,Katie Centurione,Downers Grove,IL,Associations and Unions,41.7936822,-88.0102281,Small Business
American Orthopaedic Association,1,ESB,Mark Baxter,Stephanie Sanchez,Rosemont,IL,Associations and Unions,41.9941334,-87.8756737,Small Business
American Orthopaedic Association FTVA,1,ESB,Mark Baxter,Stephanie Sanchez,Rosemont,IL,Associations and Unions,41.9941334,-87.8756737,Small Business
American Society for Dermatologic Surgery,4,GRB,Salma Ferdowsi,Katie Centurione,Rolling Meadows,IL,Associations and Unions,42.0841936,-88.0131275,Small Business
American Theological Library Association,2,GRB,Salma Ferdowsi,Katie Centurione,Chicago,IL,Associations and Unions,41.8755616,-87.6244212,Small Business
